Segment..Segment_set;Segment..Segment_nature;Complex..ComplexID;ClauseID;ClauseID_text;Clause;Embedded_count;Agent;Process;Medium;Range;Beneficiary;sequence;Agent_presence;Process_presence;Medium_presence;Range_presence;Beneficiary_presence
SetB;manually constructed;485_1;48511;485_1_1;A sinalização celular é um sistema de comunicação responsável pelo controle das atividades e funções celulares.;0;;é;A sinalização celular;um sistema de comunicação responsável pelo controle das atividades e funções celulares.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;486_1;48612;486_1_2;apresentando como sintomas déficit de atenção e hiperatividade.;0;;apresentando;[^O transtorno do déficit de atenção e hiperatividade (TDAH)];como sintomas déficit de atenção e hiperatividade.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;489_1;48911;489_1_1;A prevalência da esquizofrenia é de aproximadamente 1% em um nível mundial.;0;;é;A prevalência da esquizofrenia;de aproximadamente 1% ;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;490_1;49011;490_1_1;Ainda que seja desconhecida a causa específica da esquizofrenia,;0;;seja;a causa específica da esquizofrenia;desconhecida;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;490_1;49012;490_1_2;verificaram-se fatores biológicos como prováveis causadores,;0;se;verificaram;fatores biológicos como prováveis causadores,;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;491_1;49111;491_1_1;A probabilidade [[de um dos gêmeos desenvolver a doença é de 50%]];1;;é;A probabilidade de um dos gêmeos desenvolver a doença;de 50%;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;493_1;49311;493_1_1;Pacientes [[que possuem subtipo paranoide cujo funcionamento era bom antes do desenvolvimento da doença]] estão mais suscetíveis ao suicídio,;1;;estão;Pacientes [[que possuem subtipo paranoide cujo funcionamento era bom antes do desenvolvimento da doença]]; mais suscetíveis ao suicídio,;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;494_1;49411;494_1_1;Pacientes [[cujo tratamento é mais precoce]] possuem maior chance [[de responder a ele de modo mais rápido e eficiente]].;2;;possuem;Pacientes [[cujo tratamento é mais precoce]];maior chance [[de responder a ele de modo mais rápido e eficiente]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;495_1;49511;495_1_1;Na ausência do tratamento com drogas antipsicóticas após o primeiro episódio, entre 70% e 80% dos pacientes apresentam outro episódio nos próximos 12 meses.;0;;apresentam;entre 70% e 80% dos pacientes;outro episódio ;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;496_1;49611;496_1_1;O uso persistente de drogas antipsicóticas tem a capacidade [[de reduzir essa taxa para aproximadamente 30%]].;1;;tem;O uso persistente de drogas antipsicóticas;a capacidade [[de reduzir essa taxa para aproximadamente 30%]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;497_1;49711;497_1_1;Apenas cerca de 15% dos pacientes possuem a capacidade [[de retornar ao nível de funcionamento de antes do desenvolvimento da doença]].;1;;possuem;Apenas cerca de 15% dos pacientes;a capacidade [[de retornar ao nível de funcionamento de antes do desenvolvimento da doença]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;498_1;49811;498_1_1;A endocardite infecciosa e a não infecciosa são possíveis causadoras de embolias e comprometimento da função cardíaca.;0;;são;A endocardite infecciosa e a não infecciosa;possíveis causadoras de embolias e comprometimento da função cardíaca.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;502_1;50212;502_1_2; ou [^é possível] [[enfrentar essas situações]], a custo de substancial ansiedade.;1;;[^é];[[enfrentar essas situações]];[^possível];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;503_1;50311;503_1_1;O transtorno de estresse agudo (TEA) é um período breve após um evento traumático [[no qual ocorrem recordações invasivas]].;1;;é;O transtorno de estresse agudo (TEA) ;um período breve após um evento traumático [[no qual ocorrem recordações invasivas]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;504_1;50411;504_1_1;O transtorno de estresse pós-traumático (TEPT) é um período posterior a um evento traumático [[no qual ocorrem recordações invasivas recorrentes]].;1;;é;O transtorno de estresse pós-traumático (TEPT);um período posterior a um evento traumático [[no qual ocorrem recordações invasivas recorrentes]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;505_1;50511;505_1_1;O desenvolvimento do transtorno de estresse pós-traumático (TEPT) pode ocorrer como consequência do transtorno de estresse a agudo (TEP) ou separadamente, em um período de até seis meses posterior ao trauma.;0;;pode ocorrer;O desenvolvimento do transtorno de estresse pós-traumático (TEPT);;;Process_Medium;0;1;1;0;0
SetB;manually constructed;506_1;50612;506_1_2;e os pacientes reagem como na situação original.;0;os pacientes;reagem;;;;Agent_Process;1;1;0;0;0
SetB;manually constructed;507_1;50711;507_1_1;Como efeito negativo sobre a cognição e o humor, o paciente pode sofrer amnésia dissociativa, relativa a partes importantes do evento traumático.;0;o paciente;pode sofrer;amnésia dissociativa;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;508_1;50811;508_1_1;Durante a terapia EMDR, enquanto imaginam uma nova exposição ao trauma,;0;[[^os pacientes]];imaginam;uma nova exposição ao trauma,;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;509_1;50911;509_1_1;Uma possível consequência do transtorno de personalidade paranoide preexistente pode ser o transtorno delirante.;0;;pode ser;Uma possível consequência do transtorno de personalidade paranoide preexistente;o transtorno delirante;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;510_1;51011;510_1_1;O funcionamento psicossocial não sofre muitas alterações,;0;O funcionamento psicossocial ;sofre;muitas alterações,;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;511_1;51111;511_1_1;A determinação do diagnóstico é realizado após o descarte de possíveis causas dos delírios com base no histórico e nos sintomas do paciente.;0;;é realizado;A determinação do diagnóstico;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;512_1;51211;512_1_1;A periculosidade do paciente é avaliada pelo médico, especialmente em relação aos delírios.;0;pelo médico;é avaliada;A periculosidade do paciente;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;513_1;51311;513_1_1;A maioria dos pacientes tem condições de permanecer empregado.;0;;tem;A maioria dos pacientes;condições de permanecer empregado.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;514_1;51411;514_1_1;O tratamento tem o objetivo de estabelecer uma relação médico-paciente efetiva.;0;;tem;O tratamento;o objetivo de estabelecer uma relação médico-paciente efetiva.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;515_1;51511;515_1_1;Nesse distúrbio psiquiátrico, o foco da preocupação não se restringe a uma única questão;0;;restringe;o foco da preocupação;a uma única questão;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;515_1;51512;515_1_2;e está suscetível a mudanças ao longo do tempo.;0;;está;o foco da preocupação;suscetível a mudanças ao longo do tempo.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;516_1;51611;516_1_1;Ataque de pânico é um abrupto período de curta duração [[em que há intenso desconforto, ansiedade ou medo, acompanhado por sintomas somáticos e/ou cognitivos]].;1;;é;Ataque de pânico;um abrupto período de curta duração [[em que há intenso desconforto, ansiedade ou medo, acompanhado por sintomas somáticos e/ou cognitivos]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;517_1;51711;517_1_1;O transtorno do pânico caracteriza-se [[como decorrente de ataques de pânico repetidos, associados com medos de futuras ameaças ou mudanças de comportamento para fins de autoproteção em relação a novos ataques]];1;;caracteriza;O transtorno do pânico;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;518_1;51811;518_1_1;"Pode ocorrer resposta comportamental devido ao transtorno de pânico; por exemplo, o afastamento de situações [[que poderiam induzir sua ocorrência]]";1;;Pode ocorrer;"resposta comportamental devido ao transtorno de pânico; por exemplo, o afastamento de situações [[que poderiam induzir sua ocorrência]]";;;Process_Medium;0;1;1;0;0
SetB;manually constructed;519_1;51912;519_1_2;no entanto, em outras esse transtorno prossegue de modo crônico e flutuante.;0;esse transtorno;prossegue;;;;Agent_Process;1;1;0;0;0
SetB;manually constructed;520_1;52011;520_1_1;Na ausência de comportamentos de esquiva, o necessário [[para se tratar o transtorno do pânico]] pode ser o retorno aos locais [[onde os ataques ocorreram]].;2;;pode ser;o necessário [[para se tratar o transtorno do pânico]];o retorno aos locais [[onde os ataques ocorreram]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;521_1;52111;521_1_1;Todavia, transtornos de pânico frequentes e de longa duração com a presença de comportamento de esquiva demandarão um tratamento [[combinando o uso de medicamentos e psicoterapia]];1;;demandarão;transtornos de pânico frequentes e de longa duração com a presença de comportamento de esquiva;um tratamento [[combinando o uso de medicamentos e psicoterapia]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;522_1;52211;522_1_1;O sistema imunológico possui uma memória relacionada a exposições anteriores a invasores,;0;;possui;O sistema imunológico;uma memória relacionada a exposições anteriores a invasores,;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;522_1;52212;522_1_2;de modo que invasões subsequentes serão combatidas mais eficientemente.;0;;serão combatidas;invasões subsequentes;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;523_1;52312;523_1_2;os fagócitos cumprem seu papel [[de fagocitá-lo]].;1;;cumprem;os fagócitos;seu papel de fagocitá-lo.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;524_1;52412;524_1_2;e ocorre a ingestão dos glóbulos brancos após sua apoptose.;0;;ocorre;a ingestão dos glóbulos brancos;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;525_1;52511;525_1_1;A ocorrência de complicações em pacientes, como infecções, doenças autoimunes ou cânceres está associada ao desenvolvimento de imunodeficiências.;0;;está associada;A ocorrência de complicações em pacientes, como infecções, doenças autoimunes ou cânceres;ao desenvolvimento de imunodeficiências;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;526_1;52611;526_1_1;A subnutrição, com ocorrência frequente em idosos, compromete as respostas imunes.;0;A subnutrição, com ocorrência frequente em idosos;compromete;as respostas imunes;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;527_1;52711;527_1_1;A ataxia-telangiectasia é caracterizada por uma deficiência humoral e celular [[cujos efeitos são descoordenação motora, dilatação capilar e infecções recorrentes devido à imunodeficiência]].;1;por uma deficiência humoral e celular [[cujos efeitos são descoordenação motora, dilatação capilar e infecções recorrentes devido à imunodeficiência]];é caracterizada;A ataxia-telangiectasia;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;528_1;52811;528_1_1;Frequentemente, pacientes apresentam carência de IgA e IgE.;0;;apresentam;pacientes;carência de IgA e IgE.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;529_1;52911;529_1_1;Devido a alterações endócrinas, podem surgir anormalidades como disgenesia gonádica, atrofia testicular e diabetes mellitus.;0;;podem surgir;anormalidades como disgenesia gonádica, atrofia testicular e diabetes mellitus.;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;530_1;53011;530_1_1;Pneumonia, bronquiectasia e doenças pulmonares crônicas têm como causa infecções sinopulmonares recorrentes.;0;;têm;Pneumonia, bronquiectasia e doenças pulmonares crônicas;infecções sinopulmonares recorrentes.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;532_1;53211;532_1_1;A administração de antibióticos e a reposição de imunoglobulinas são utilizadas na prevenção de infecções.;0;;são utilizadas;A administração de antibióticos e a reposição de imunoglobulinas;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;534_1;53411;534_1_1;A condução térmica ou difusão térmica é a propagação de calor em um meio material por meio da agitação das moléculas.;0;;é;A condução térmica ou difusão térmica;a propagação de calor em um meio material por meio da agitação das moléculas.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;535_1;53512;535_1_2;a extremidade da mão logo apresentará um aumento de temperatura também.;0;;apresentará;a extremidade da mão;um aumento de temperatura;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;536_1;53614;536_1_4;até que todo o corpo eleve sua temperatura.;0;todo o corpo;eleve;sua temperatura;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;537_1;53711;537_1_1;A condução térmica ocorre de maneira diferenciada em diferentes materiais,;0;;ocorre;A condução térmica;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;538_1;53811;538_1_1;Essa transferência de calor é mais eficiente em substâncias condutoras, por exemplo os metais.;0;;é;Essa transferência de calor;mais eficiente;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;539_1;53911;539_1_1;Nos materiais maus condutores ou isolantes, por exemplo a borracha e a lã, esse processo ocorre muito mais lentamente.;0;;ocorre;esse processo;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;541_1;54111;541_1_1;A convecção é o processo de transferência de calor presente nos fluidos, devido a diferenças de densidade entre as partes do sistema.;0;;é;A convecção;o processo de transferência de calor presente nos fluidos, devido a diferenças de densidade entre as partes do sistema.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;542_1;54211;542_1_1;O resfriamento dos alimentos na geladeira ocorre devido a isso.;0;;ocorre;O resfriamento dos alimentos na geladeira;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;543_1;54311;543_1_1;Devido ao fato [[de a densidade do ar frio ser maior que a do ar quente]];1;;ser;o fato de a densidade do ar frio;maior que a do ar quente;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;544_1;54411;544_1_1;Por meio da irradiação térmica ou radiação de corpo negro, corpos de qualquer temperatura possuem a capacidade [[de transmitir calor]] na forma de ondas eletromagnéticas.;1;;possuem;corpos de qualquer temperatura;a capacidade [[de transmitir calor na forma de ondas eletromagnéticas]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;545_1;54511;545_1_1;A irradiação térmica é uma forma de transferência de calor por meio de ondas eletromagnéticas.;0;;é;A irradiação térmica;uma forma de transferência de calor por meio de ondas eletromagnéticas.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;547_1;54712;547_1_2;"é necessário [[que exista um meio material]];";1;;é;[[que exista um meio material]];necessário;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;548_1;54811;548_1_1;É desse modo que ocorre o aquecimento diário da Terra pelo sol e a manutenção da temperatura do café em uma garrafa térmica por um longo tempo.;0;;ocorre;o aquecimento diário da Terra pelo sol e a manutenção da temperatura do café em uma garrafa térmica por um longo tempo.;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;549_1;54911;549_1_1;A corrente elétrica é definida como o movimento ordenado de íons ou elétrons em um sistema condutor.;0;;é definida;A corrente elétrica;como o movimento ordenado de íons ou elétrons em um sistema condutor.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;550_1;55011;550_1_1;A eletrostática estuda os efeitos de cargas elétricas em repouso, incluindo conceitos como força eletrostática, campo elétrico e potencial elétrico.;0;A eletrostática;estuda;os efeitos de cargas elétricas em repouso;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;551_1;55111;551_1_1;A eletrostática explica o comportamento das cargas elétricas em estado de repouso e suas interações com outras cargas.;0;A eletrostática;explica;o comportamento das cargas elétricas em estado de repouso e suas interações com outras cargas;;;Agent_Process_Medium;1;1;1;0;0
SetB;manually constructed;552_1;55211;552_1_1;A eletrodinâmica se dedica ao estudo de cargas elétricas em movimento,;0;;dedica;A eletrodinâmica;ao estudo de cargas elétricas em movimento;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;554_1;55411;554_1_1;O eletromagnetismo dedica-se ao estudo de fenômenos elétricos e magnéticos, mais especificamente a corrente elétrica, o campo magnético e forças magnéticas.;0;;dedica;O eletromagnetismo;ao estudo de fenômenos elétricos e magnéticos, mais especificamente a corrente elétrica, o campo magnético e forças magnéticas.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;555_1;55511;555_1_1;O eletromagnetismo dedica-se ao estudo de fenômenos [[relacionados tanto à eletricidade quanto ao magnetismo]].;1;;dedica;O eletromagnetismo;ao estudo de fenômenos relacionados tanto à eletricidade quanto ao magnetismo.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;557_1;55711;557_1_1;A corrente elétrica é o fluxo orientado de cargas elétricas em soluções iônicas ou em um condutor sólido.;0;;é;A corrente elétrica;o fluxo orientado de cargas elétricas em soluções iônicas ou em um condutor sólido;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;558_1;55812;558_1_2;que permite a passagem de corrente elétrica.;0;;permite;a passagem de corrente elétrica.;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;561_1;56111;561_1_1;A corrente elétrica é considerada contínua;0;;é considerada;A corrente elétrica;contínua;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;562_1;56211;562_1_1;Se o sentido das cargas elétricas for variável,;0;;for;o sentido das cargas elétricas;variável;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;564_1;56411;564_1_1;No tratamento da síndrome de Chédiak-Higashi, antibióticos profiláticos podem agir na prevenção de infecções, e interferon na restauração de parte das funções do sistema imune.;0;;podem agir;antibióticos profiláticos;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;566_1;56611;566_1_1;A candidíase mucocutânea crônica é um distúrbio de imunodeficiência nas células T [[cujas causas podem ser uma ou duas mutações nessas células]].;1;;é;A candidíase mucocutânea crônica;um distúrbio de imunodeficiência nas células T [[cujas causas podem ser uma ou duas mutações nessas células]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;567_1;56711;567_1_1;O diagnóstico da candidíase mucocutânea crônica está relacionado à presença de candidíase recorrente na ausência de outra causa conhecida, como diabetes ou uso de antibióticos.;0;;está;O diagnóstico da candidíase mucocutânea crônica;relacionado à presença de candidíase recorrente na ausência de outra causa conhecida, como diabetes ou uso de antibióticos.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;568_1;56811;568_1_1;Geralmente, as infecções podem ser tratadas por meio do uso de antifúngicos tópicos.;0;;podem ser tratadas;as infecções;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;569_1;56911;569_1_1;A herança da doença é autossômica e recessiva.;0;;é;A herança da doença;autossômica e recessiva;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;570_1;57011;570_1_1;Recém-nascidos em estado grave apresentam infecções nos tecidos moles, recorrentes ou persistentes até a morte do tecido.;0;;apresentam;Recém-nascidos em estado grave;infecções;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;570_2;57021;570_2_1;Não há formação de pus;0;;há;formação de pus;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;570_2;57022;570_2_2;e a queda do cordão umbilical ocorre com atraso de pelo menos três semanas.;0;;ocorre;a queda do cordão umbilical;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;571_1;57111;571_1_1;Há uma dificuldade crescente no controle das infecções.;0;;Há;uma dificuldade crescente no controle das infecções;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;572_1;57211;572_1_1;A transmissão de calor [[que pode ocorrer entre dois corpos]] pode ser classificada como condução, convecção ou irradiação.;1;;pode ser classificada;A transmissão de calor [[que pode ocorrer entre dois corpos]];;;Process_Medium;0;1;1;0;0
SetB;manually constructed;573_1;57311;573_1_1;O calor é um tipo de energia [[cuja transferência de um corpo para o outro ocorre diante de uma diferença de temperatura entre eles]].;1;;é;O calor;um tipo de energia [[cuja transferência de um corpo para o outro ocorre diante de uma diferença de temperatura entre eles]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;574_1;57411;574_1_1;A terapia genética em estudo [[visando o tratamento desta doença]] tem se mostrado promissora.;1;;tem se mostrado;A terapia genética em estudo [[visando o tratamento desta doença]];promissora;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;577_1;57711;577_1_1;Ao elevar a temperatura de um corpo,;0;;elevar;a temperatura de um corpo;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;580_1;58011;580_1_1;Hipnose é um estado alterado de consciência [[no qual torna-se disponível o conhecimento adquirido durante toda a vida]].;1;;é;Hipnose;um estado alterado de consciência [[no qual torna-se disponível o conhecimento adquirido durante toda a vida]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;581_1;58112;581_1_2;constituindo um conjunto de fobias múltiplas e difusas [[relacionadas à ansiedade generalizada e redução da possibilidade de afastamento de locais considerados seguros]].;1;;constituindo;[^agorafobia];um conjunto de fobias múltiplas e difusas [[relacionadas à ansiedade generalizada e redução da possibilidade de afastamento de locais considerados seguros]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;583_1;58311;583_1_1;Sonambulismo é um transtorno do sono [[que leva pessoas a andar ou realizar atividades durante o sono]];1;;é;Sonambulismo;um transtorno do sono [[que leva pessoas a andar ou realizar atividades durante o sono]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;584_1;58412;584_1_2;alterando as faculdades [[associadas ao nível global de inteligência (funções cognitivas, linguagem, motricidade e capacidades sociais)]].;1;;alterando;[^a deficiência mental];as faculdades [[associadas ao nível global de inteligência (funções cognitivas, linguagem, motricidade e capacidades sociais)]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;585_1;58511;585_1_1;Autoestima é a avaliação de si mesmo, [[associada ao valor ou sentimento que se tem de si e aos demais comportamentos e pensamentos relacionados à confiança, segurança e valor que o indivíduo dá a si nas relações e interações com outras pessoas e com o mundo]];1;;é;autoestima;a avaliação de si mesmo, [[associada ao valor ou sentimento [[que se tem de si e aos demais comportamentos e pensamentos relacionados à confiança, segurança e valor que o indivíduo dá a si nas relações e interações com outras pessoas e com o mundo]] ]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;586_1;58611;586_1_1;A baixa autoestima pode agir como o gatilho de muitos problemas psicológicos, como depressão, neurose, timidez e vergonha,;0;A baixa autoestima;pode agir;;;;Agent_Process;1;1;0;0;0
SetB;manually constructed;587_1;58711;587_1_1;Psicose é um tipo de doença mental [[caracterizada por delírios e alucinações]].;1;;é;Psicose;um tipo de doença mental [[caracterizada por delírios e alucinações]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;589_1;58911;589_1_1;Ansiedade é um sentimento de medo e apreensão [[caracterizado por tensão ou desconforto causado pela antecipação de perigo ou de algo desconhecido]];1;;é;Ansiedade;um sentimento de medo e apreensão [[caracterizado por tensão ou desconforto causado pela antecipação de perigo ou de algo desconhecido]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;590_1;59011;590_1_1;A mecânica é a parte da física responsável pelo estudo e pela análise do movimento e do repouso dos corpos em sua evolução no tempo.;0;;é;A mecânica;a parte da física responsável pelo estudo e pela análise do movimento e do repouso dos corpos em sua evolução no tempo.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;591_1;59111;591_1_1;O eletromagnetismo está associado à teoria unificada [[elaborada por James Maxwell com o objetivo de relacionar diretamente a eletricidade e o magnetismo]].;1;;está;O eletromagnetismo;associado à teoria unificada [[elaborada por James Maxwell com o objetivo de relacionar diretamente a eletricidade e o magnetismo]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;592_1;59211;592_1_1;Ondas eletromagnéticas: são resultado da combinação de campo elétrico com campo magnético.;0;;são;Ondas eletromagnéticas;resultado da combinação de campo elétrico com campo magnético.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;593_1;59311;593_1_1;De acordo com a física, a onda é uma perturbação com a capacidade [[de se propagar no espaço ou em qualquer outro meio]];1;;é;a onda;uma perturbação com a capacidade de se propagar no espaço ou em qualquer outro meio.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;594_1;59411;594_1_1;Trajetória pode ser definida como o conjunto de posições sucessivas [[ocupadas por um móvel no decorrer do tempo]];1;;pode ser definida;Trajetória;como o conjunto de posições sucessivas ocupadas por um móvel no decorrer do tempo.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;595_1;59511;595_1_1;Regressão, segundo Sigmund Freud, é um mecanismo de defesa [[cujo propósito é a reversão temporária ou a longo prazo do ego para um estágio anterior de desenvolvimento]].;1;;é;Regressão;um mecanismo de defesa [[cujo propósito é a reversão temporária ou a longo prazo do ego para um estágio anterior de desenvolvimento]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;596_1;59611;596_1_1;Espaço compreende a medida do comprimento da trajetória do corpo em movimento.;0;;compreende;Espaço;a medida do comprimento da trajetória do corpo em movimento.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;598_1;59811;598_1_1;Na análise dos movimentos, é possível [[utilizar como referencial um sistema de coordenadas cartesianas]].;1;;é;[[utilizar como referencial um sistema de coordenadas cartesianas]];possível;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;599_1;59912;599_1_2;sempre que tiver posição constante em relação ao referencial [[adotado no decorrer do tempo]];1;;tiver;[^um corpo em repouso];posição constante em relação ao referencial adotado no decorrer do tempo.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;600_1;60011;600_1_1;Móvel consiste em qualquer corpo [[cuja posição no decorrer do tempo se altera em relação a determinado referencial]];1;;consiste;Móvel;em qualquer corpo cuja posição no decorrer do tempo se altera em relação a determinado referencial;;Process_Medium_Range;0;1;1;1;0
